row_index,rank,feature,feature_value,shap_value,plain_explanation
22631,1,total_activity,174,2.733020054,Overall system activity was unusually high
22631,2,combined_risk,2.112915267,0.976277855,Multiple risk signals increased at the same time
22631,3,behavioral_risk_3week_avg,4.666666667,0.924112581,Suspicious behavior stayed elevated over several weeks
18760,1,total_activity,168,2.900592199,Overall system activity was unusually high
18760,2,combined_risk,2.110115715,0.993315361,Multiple risk signals increased at the same time
18760,3,behavioral_risk_3week_avg,4.666666667,0.91750568,Suspicious behavior stayed elevated over several weeks
30482,1,combined_risk,3.277715566,3.394039067,Multiple risk signals increased at the same time
30482,2,total_activity,437,3.26238234,Overall system activity was unusually high
30482,3,device_weekly_avg_device_connections_per_day,4.451948756,0.871287676,Daily external device usage was unusually high
26217,1,total_activity,239,3.430119574,Overall system activity was unusually high
26217,2,combined_risk,2.660694289,2.851213359,Multiple risk signals increased at the same time
26217,3,logon_weekly_active_days,-1.428846822,0.483113925,Login activity occurred across many days
21475,1,combined_risk,3.149869354,3.078622971,Multiple risk signals increased at the same time
21475,2,total_activity,254,2.406254334,Overall system activity was unusually high
21475,3,file_activity,123,1.077257242,File-related activity was unusually high
24579,1,total_activity,223,4.208025896,Overall system activity was unusually high
24579,2,logon_weekly_active_days,-2.122578512,1.04353817,Login activity occurred across many days
24579,3,combined_risk,2.156028369,0.926443968,Multiple risk signals increased at the same time
37536,1,combined_risk,3.128032848,2.67519411,Multiple risk signals increased at the same time
37536,2,total_activity,193,2.426551882,Overall system activity was unusually high
37536,3,file_change,-74,1.157761891,File activity changed sharply compared with the previous week
32687,1,combined_risk,3.174692049,3.07181941,Multiple risk signals increased at the same time
32687,2,total_activity,287,2.455924506,Overall system activity was unusually high
32687,3,file_activity,125,1.078235722,File-related activity was unusually high
28414,1,combined_risk,3.166853303,3.172483208,Multiple risk signals increased at the same time
28414,2,total_activity,250,2.912067721,Overall system activity was unusually high
28414,3,file_activity,54,0.49115066,File-related activity was unusually high
27977,1,total_activity,532,2.718978048,Overall system activity was unusually high
27977,2,combined_risk,3.81485629,1.996463033,Multiple risk signals increased at the same time
27977,3,behavioral_risk_3week_avg,7.333333333,1.309091125,Suspicious behavior stayed elevated over several weeks
15917,1,combined_risk,3.608435984,2.897354154,Multiple risk signals increased at the same time
15917,2,http_weekly_active_days,5.504626106,1.839729802,Web activity occurred across many days
15917,3,behavioral_risk_3week_avg,7,1.415378961,Suspicious behavior stayed elevated over several weeks
34617,1,total_activity,500,2.423038291,Overall system activity was unusually high
34617,2,combined_risk,4.294326241,2.262205443,Multiple risk signals increased at the same time
34617,3,behavioral_risk_3week_avg,8,1.332148629,Suspicious behavior stayed elevated over several weeks
13691,1,combined_risk,2.613101904,2.695055897,Multiple risk signals increased at the same time
13691,2,total_activity,165,1.445517313,Overall system activity was unusually high
13691,3,behavioral_risk_3week_avg,4.666666667,0.58622002,Suspicious behavior stayed elevated over several weeks
3618,1,combined_risk,2.606569616,2.756238823,Multiple risk signals increased at the same time
3618,2,total_activity,190,1.731884817,Overall system activity was unusually high
3618,3,file_activity,95,1.258345732,File-related activity was unusually high
9649,1,combined_risk,3.116274729,3.147023787,Multiple risk signals increased at the same time
9649,2,total_activity,167,1.391610457,Overall system activity was unusually high
9649,3,behavioral_risk_3week_avg,5.666666667,0.358142802,Suspicious behavior stayed elevated over several weeks
17526,1,total_activity,613,2.610448089,Overall system activity was unusually high
17526,2,combined_risk,4.366741321,1.984451554,Multiple risk signals increased at the same time
17526,3,behavioral_risk_3week_avg,7.333333333,1.292713145,Suspicious behavior stayed elevated over several weeks
7241,1,combined_risk,3.608249347,3.556628216,Multiple risk signals increased at the same time
7241,2,http_weekly_active_days,5.504626106,2.094309521,Web activity occurred across many days
7241,3,behavioral_risk_3week_avg,7,1.41666448,Suspicious behavior stayed elevated over several weeks
5063,1,combined_risk,3.283501306,3.157256544,Multiple risk signals increased at the same time
5063,2,total_activity,478,2.491023643,Overall system activity was unusually high
5063,3,file_activity,221,1.052199629,File-related activity was unusually high
37799,1,combined_risk,3.174318776,3.105345221,Multiple risk signals increased at the same time
37799,2,total_activity,288,2.46290887,Overall system activity was unusually high
37799,3,file_activity,129,1.078601371,File-related activity was unusually high
34633,1,total_activity,256,2.485523126,Overall system activity was unusually high
34633,2,combined_risk,3.150989175,2.066557098,Multiple risk signals increased at the same time
34633,3,behavioral_risk_3week_avg,6.666666667,1.327419975,Suspicious behavior stayed elevated over several weeks
32602,1,combined_risk,2.595744681,3.137383485,Multiple risk signals increased at the same time
32602,2,total_activity,141,0.703783829,Overall system activity was unusually high
32602,3,behavioral_risk_3week_avg,6.333333333,0.524901616,Suspicious behavior stayed elevated over several weeks
12228,1,total_activity,234,2.522349614,Overall system activity was unusually high
12228,2,combined_risk,3.648749533,1.477393231,Multiple risk signals increased at the same time
12228,3,behavioral_risk_3week_avg,8.333333333,1.160577527,Suspicious behavior stayed elevated over several weeks
21463,1,total_activity,498,2.631231109,Overall system activity was unusually high
21463,2,combined_risk,3.794699515,2.01281646,Multiple risk signals increased at the same time
21463,3,file_activity,236,1.077980595,File-related activity was unusually high
6006,1,combined_risk,3.633631952,2.936639857,Multiple risk signals increased at the same time
6006,2,http_weekly_active_days,5.504626106,1.994038353,Web activity occurred across many days
6006,3,behavioral_risk_3week_avg,7,1.431141744,Suspicious behavior stayed elevated over several weeks
28013,1,combined_risk,3.64371034,3.075600909,Multiple risk signals increased at the same time
28013,2,total_activity,243,2.325754454,Overall system activity was unusually high
28013,3,file_activity,116,1.094517094,File-related activity was unusually high
5296,1,total_activity,192,2.412838499,Overall system activity was unusually high
5296,2,combined_risk,4.129525943,1.816592953,Multiple risk signals increased at the same time
5296,3,behavioral_risk_3week_avg,8,1.207795971,Suspicious behavior stayed elevated over several weeks
19896,1,combined_risk,3.10339679,2.831339793,Multiple risk signals increased at the same time
19896,2,total_activity,156,1.103722873,Overall system activity was unusually high
19896,3,risk_change,-35.3,0.746640148,Network-related risk increased compared with the previous week
32465,1,combined_risk,2.619820829,2.691424534,Multiple risk signals increased at the same time
32465,2,total_activity,182,1.976620338,Overall system activity was unusually high
32465,3,behavioral_risk_3week_avg,4.333333333,0.534336606,Suspicious behavior stayed elevated over several weeks
28090,1,total_activity,304,2.058436396,Overall system activity was unusually high
28090,2,combined_risk,4.678984696,1.496027727,Multiple risk signals increased at the same time
28090,3,behavioral_risk_3week_avg,9.333333333,1.047415521,Suspicious behavior stayed elevated over several weeks
20237,1,combined_risk,4.132325495,2.731375503,Multiple risk signals increased at the same time
20237,2,http_weekly_active_days,7.407214,2.165071601,Web activity occurred across many days
20237,3,total_activity,188,1.532464207,Overall system activity was unusually high
41557,1,combined_risk,3.064949608,3.962142971,Multiple risk signals increased at the same time
41557,2,http_weekly_active_days,5.504626106,1.36513737,Web activity occurred across many days
41557,3,behavioral_risk_3week_avg,6,0.40005579,Suspicious behavior stayed elevated over several weeks
16501,1,total_activity,255,2.257631949,Overall system activity was unusually high
16501,2,combined_risk,3.660880926,1.532252272,Multiple risk signals increased at the same time
16501,3,behavioral_risk_3week_avg,7.333333333,1.230868756,Suspicious behavior stayed elevated over several weeks
1250,1,combined_risk,3.075214632,3.451757142,Multiple risk signals increased at the same time
1250,2,file_weekly_total_file_events,6.433435431,0.997461316,File access activity was unusually high
1250,3,file_change,-49,0.609649013,File activity changed sharply compared with the previous week
39409,1,combined_risk,3.166853303,3.034841907,Multiple risk signals increased at the same time
39409,2,total_activity,276,2.518143483,Overall system activity was unusually high
39409,3,file_activity,123,0.980026346,File-related activity was unusually high
25298,1,combined_risk,2.616648003,2.717596244,Multiple risk signals increased at the same time
25298,2,total_activity,180,2.08294675,Overall system activity was unusually high
25298,3,behavioral_risk_3week_avg,4.333333333,0.597705114,Suspicious behavior stayed elevated over several weeks
30487,1,total_activity,228,3.064853366,Overall system activity was unusually high
30487,2,combined_risk,3.643523703,1.861370172,Multiple risk signals increased at the same time
